date,admin2,ipc_phase,population_affected
2019-06-01,Bulen,1,
2019-06-01,Bure,1,
2019-06-01,Bure Mudaytu,2,
2019-06-01,Burji SP Woreda,2,
2019-06-01,Bursa,1,
2019-06-01,Chefa Gula,2,
2019-06-01,Cheha,1,
2019-06-01,Cheliya,1,
2019-06-01,Chena,1,
2019-06-01,Chencha,1,
2019-06-01,Chereti/Weyib,3,
2019-06-01,Cheta,1,
2019-06-01,Chifra,2,
2019-06-01,Chilga,1,
2019-06-01,Chinaksen,3,
2019-06-01,Chire,1,
2019-06-01,Chiro Zuria,2,
2019-06-01,Chole,1,
2019-06-01,Chora,1,
2019-06-01,Chuko,2,
2019-06-01,Chwaka,1,
2019-06-01,Dabat,2,
2019-06-01,Dabo Hana,1,
2019-06-01,Dale,2,
2019-06-01,Dale Sadi,2,
2019-06-01,Dale Wabera,1,
2019-06-01,Dalocha,1,
2019-06-01,Dalul,3,
2019-06-01,Damot Gale,2,
2019-06-01,Damot Pulasa,2,
2019-06-01,Damot Sore,2,
2019-06-01,Damot Weydie,2,
2019-06-01,Dangila,1,
2019-06-01,Dangura,1,
2019-06-01,Daniboya,2,
2019-06-01,Dano,1,
2019-06-01,Danot,3,
2019-06-01,Dara,2,
2019-06-01,Daramalo,2,
2019-06-01,Darimu,1,
2019-06-01,Daro Lebu,3,
2019-06-01,Dasenech (Kuraz),3,
2019-06-01,Dawe Kachen,3,
2019-06-01,Dawo,1,
2019-06-01,Dawunt,2,
2019-06-01,Debark,2,
2019-06-01,Debay Telatgen,1,
2019-06-01,Debeweyin,3,
2019-06-01,Debre Elias,1,
2019-06-01,Debre Libanos,1,
2019-06-01,Debresina,1,
2019-06-01,Debub Achefer,1,
2019-06-01,Debub Bench,1,
2019-06-01,Decha,1,
2019-06-01,Deder,3,
2019-06-01,Dedesa,1,
2019-06-01,Dedo,1,
2019-06-01,Dega,1,
2019-06-01,Dega Damot,1,
2019-06-01,Degehabur,3,
2019-06-01,Degehamedo,3,
2019-06-01,Degeluna Tijo,1,
2019-06-01,Degem,2,
2019-06-01,Degua Temben,2,
2019-06-01,Dehana,3,
2019-06-01,Dehas,3,
2019-06-01,Dejen,1,
2019-06-01,Delanta,2,
2019-06-01,Dembecha,1,
2019-06-01,Dembel,3,
2019-06-01,Dembia,1,
2019-06-01,Denan,3,
2019-06-01,Dendi,1,
2019-06-01,Denibu Gofa,1,
2019-06-01,Dera,2,
2019-06-01,Dera,1,
2019-06-01,Derashe SP Woreda,2,
2019-06-01,Dessie Zuria,2,
2019-06-01,Dewa Harewa,1,
2019-06-01,Dewe,2,
2019-06-01,Dibat,1,
2019-06-01,Didu,1,
2019-06-01,Diga,1,
2019-06-01,Diguna Fango,2,
2019-06-01,Dihun,3,
2019-06-01,Diksis,1,
2019-06-01,Dila Zuria,3,
2019-06-01,Dillo,3,
2019-06-01,Dima,1,
2019-06-01,Dinsho,1,
2019-06-01,Dire,3,
2019-06-01,Dire Dawa,2,
2019-06-01,Dire Dawa/Town,2,
2019-06-01,Dita,1,
2019-06-01,Doba,3,
2019-06-01,Dodola,1,
2019-06-01,Dodota,2,
2019-06-01,Dolo Odo,3,
2019-06-01,Dolobay,3,
2019-06-01,Dorani,1,
2019-06-01,Doya Gena,2,
2019-06-01,Dubti,2,
2019-06-01,Dugda,2,
2019-06-01,Dugda Dawa,2,
2019-06-01,Dulecha,2,
2019-06-01,Dune,2,
2019-06-01,East Belesa,3,
2019-06-01,East Esite,1,
2019-06-01,East Imi,3,
2019-06-01,Ebenat,2,
2019-06-01,Eferatana Gidem,1,
2019-06-01,Ejere (Addis Alem),1,
2019-06-01,Ela (Konta) SP Woreda,1,
2019-06-01,Elidar,3,
2019-06-01,Enarj Enawga,2,
2019-06-01,Enbise Sar Midir,2,
2019-06-01,Endamehoni,1,
2019-06-01,Enderta,2,
2019-06-01,Endiguagn,1,
2019-06-01,Enemay,1,
2019-06-01,Enemorina Eaner,1,
2019-06-01,Ensaro,1,
2019-06-01,Erebti,3,
2019-06-01,Erer,3,
2019-06-01,Erob,3,
2019-06-01,Esira,1,
2019-06-01,Ewa,2,
2019-06-01,Ezha,1,
2019-06-01,Fagta Lakoma,1,
2019-06-01,Farta,1,
2019-06-01,Fedis,3,
2019-06-01,Fentale,3,
2019-06-01,Ferfer,3,
2019-06-01,Fik,3,
2019-06-01,Filtu,3,
2019-06-01,Fogera,1,
2019-06-01,Fursi,2,
2019-06-01,Gaji,1,
2019-06-01,Gambela Zuria,1,
2019-06-01,Gambella Wild Life Reserve,1,
2019-06-01,Ganta Afeshum,1,
2019-06-01,Gasera,1,
2019-06-01,Gawo Kebe,1,
2019-06-01,Gaz Gibla,3,
2019-06-01,Gechi,1,
2019-06-01,Gedeb Asasa,1,
2019-06-01,Geladin,3,
2019-06-01,Gelana,3,
2019-06-01,Gelila (Semen Ari),2,
2019-06-01,Gembora,2,
2019-06-01,Gemechis,3,
2019-06-01,Gena Bosa,1,
2019-06-01,Gera,1,
2019-06-01,Gerar Jarso,1,
2019-06-01,Gerbo,3,
2019-06-01,Gesha (Deka),1,
2019-06-01,Geta,1,
2019-06-01,Getawa,1,
2019-06-01,Gewane,2,
2019-06-01,Geze Gofa,1,
2019-06-01,Gibe,2,
2019-06-01,Gida Kiremu,1,
2019-06-01,Gidami,1,
2019-06-01,Gidan,2,
2019-06-01,Gimbi,1,
2019-06-01,Gimbichu,1,
2019-06-01,Gimbo,1,
2019-06-01,Ginde Beret,1,
2019-06-01,Ginir,1,
2019-06-01,Girawa,3,
2019-06-01,Girja (Harenfema),1,
2019-06-01,Gishe Rabel,1,
2019-06-01,Gnangatom,3,
2019-06-01,Goba,1,
2019-06-01,Goba Koricha,3,
2019-06-01,Gobu Seyo,1,
2019-06-01,Gode,3,
2019-06-01,Godere,1,
2019-06-01,Goge,1,
2019-06-01,Golo Oda,3,
2019-06-01,Gololcha Arsi,3,
2019-06-01,Gololcha Bale,1,
2019-06-01,Goma,1,
2019-06-01,Goncha Siso Enese,2,
2019-06-01,Gonder Zuria,1,
2019-06-01,Gonje,1,
2019-06-01,Gorche,1,
2019-06-01,Goro,1,
2019-06-01,Goro Baqaqsa,3,
2019-06-01,Goro Gutu,3,
2019-06-01,Guagusa Shikudad,1,
2019-06-01,Guangua,1,
2019-06-01,Guba,1,
2019-06-01,Guba Lafto,2,
2019-06-01,Gudetu Kondole,1,
2019-06-01,Guduru,1,
2019-06-01,Gulele,1,
2019-06-01,Gulina,2,
2019-06-01,Gulomekeda,2,
2019-06-01,Gumay,1,
2019-06-01,Gumer,1,
2019-06-01,Guna,1,
2019-06-01,Gunagado,3,
2019-06-01,Gura Damole,3,
2019-06-01,Guradamole,3,
2019-06-01,Gurafereda,1,
2019-06-01,Gursum,3,
2019-06-01,Guto Gida,1,
2019-06-01,Guzamn,1,
2019-06-01,Habro,2,
2019-06-01,Habru,2,
2019-06-01,Hadero Tubito,2,
2019-06-01,Hagere Mariam,1,
2019-06-01,Halu (Huka),1,
2019-06-01,Hambela Wamena,1,
2019-06-01,Hamer,3,
2019-06-01,Hamero,3,
2019-06-01,Harari,2,
2019-06-01,Harena Buluk,2,
2019-06-01,Hareshen,2,
2019-06-01,Haro Limu,1,
2019-06-01,Haro Maya,3,
2019-06-01,Haru,1,
2019-06-01,Hawa Galan,1,
2019-06-01,Hawi Gudina,3,
2019-06-01,Hawzen,2,
2019-06-01,Hidabu Abote,1,
2019-06-01,Hintalo Wejirat,2,
2019-06-01,Hitosa,1,
2019-06-01,Homosha,1,
2019-06-01,Horo,1,
2019-06-01,Hudet,3,
2019-06-01,Hulet Ej Enese,1,
2019-06-01,Hulla,1,
2019-06-01,Humbo,2,
2019-06-01,Hurumu,1,
2019-06-01,Ibantu,1,
2019-06-01,Ifata,1,
2019-06-01,Ilu,1,
2019-06-01,Inkolo Wabe,1,
2019-06-01,Itang,1,
2019-06-01,Jabi Tehnan,1,
2019-06-01,Jama,2,
2019-06-01,Janamora,3,
2019-06-01,Jarso,3,
2019-06-01,Jarso,1,
2019-06-01,Jarte Jardega,1,
2019-06-01,Jawi,1,
2019-06-01,Jeju,2,
2019-06-01,Jeldu,1,
2019-06-01,Jibat,1,
2019-06-01,Jida,1,
2019-06-01,Jijiga,2,
2019-06-01,Jikawo,1,
2019-06-01,Jille Timuga,1,
2019-06-01,Jimma Arjo,1,
2019-06-01,Jimma Genete,1,
2019-06-01,Jimma Horo,1,
2019-06-01,Jimma Rare,1,
2019-06-01,Jore,1,
2019-06-01,Kacha Bira,2,
2019-06-01,Kafta Humera,1,
2019-06-01,Kalu,2,
2019-06-01,Kamashi,3,
2019-06-01,Kebena,1,
2019-06-01,Kebribeyah,2,
2019-06-01,Kebridehar,3,
2019-06-01,Kediada Gambela,2,
2019-06-01,Kelafo,3,
2019-06-01,Kelela,2,
2019-06-01,Kelete Awelallo,1,
2019-06-01,Kemba,2,
2019-06-01,Kembibit,1,
2019-06-01,Kercha,3,
2019-06-01,Kersa,3,
2019-06-01,Kersa,1,
2019-06-01,Kersana Malima,1,
2019-06-01,Kewet,1,
2019-06-01,Kiltu Kara,1,
2019-06-01,Kindo Dida,2,
2019-06-01,Kindo Koysha,2,
2019-06-01,Kirkos,1,
2019-06-01,Kobo,2,
2019-06-01,Kochere,3,
2019-06-01,Kochere Gedeb,3,
2019-06-01,Kofele,2,
2019-06-01,Kokir Gedbano,1,
2019-06-01,Kokosa,2,
2019-06-01,Kola Temben,2,
2019-06-01,Kolfe - Keran,1,
2019-06-01,Kombolcha,3,
2019-06-01,Kondaltiti,1,
2019-06-01,Koneba,3,
2019-06-01,Konso SP Woreda,2,
2019-06-01,Kore,1,
2019-06-01,Kucha,1,
2019-06-01,Kuni,3,
2019-06-01,Kurfa Chele,3,
2019-06-01,Kurmuk,1,
2019-06-01,Kutaber,2,
2019-06-01,Kuyu,1,
2019-06-01,Laelay Adiyabo,1,
2019-06-01,Laelay Maychew,1,
2019-06-01,Lagahida,3,
2019-06-01,Lalo Asabi,1,
2019-06-01,Lalo Kile,1,
2019-06-01,Lanfero,2,
2019-06-01,Lare,1,
2019-06-01,Lasta (Ayna),1,
2019-06-01,Lay Armacho,1,
2019-06-01,Lay Gayint,1,
2019-06-01,Legambo,2,
2019-06-01,Lege Hida,3,
2019-06-01,Legehida,2,
2019-06-01,Leka Dulecha,1,
2019-06-01,Liben,3,
2019-06-01,Liben Chukala,1,
2019-06-01,Libo Kemkem,1,
2019-06-01,Lideta,1,
2019-06-01,Limu,1,
2019-06-01,Limu,2,
2019-06-01,Limu Bilbilo,1,
2019-06-01,Limu Kosa,1,
2019-06-01,Limu Seka,1,
2019-06-01,Loka-Abaya,2,
2019-06-01,Loma Bosa,1,
2019-06-01,Lome,1,
2019-06-01,Lude Hitosa,1,
2019-06-01,Maji,1,
2019-06-01,Male,2,
2019-06-01,Malga,1,
2019-06-01,Malka Balo,3,
2019-06-01,Mana Sibu,1,
2019-06-01,Mandura,1,
2019-06-01,Maokomo Special,1,
2019-06-01,Mareka,1,
2019-06-01,Mareko,3,
2019-06-01,Masha,1,
2019-06-01,Mecha,1,
2019-06-01,Meda Welabu,3,
2019-06-01,Medebay Zana,1,
2019-06-01,Megale,3,
2019-06-01,Mehal Sayint,2,
2019-06-01,Mekdela,2,
2019-06-01,Meket,2,
2019-06-01,Meko,1,
2019-06-01,Melekoza,2,
2019-06-01,Melka Soda,2,
2019-06-01,Mena,3,
2019-06-01,Mena,1,
2019-06-01,Menge,1,
2019-06-01,Mengesh,1,
2019-06-01,Menit Goldiye,1,
2019-06-01,Menit Shasha,1,
2019-06-01,Menjiwo,1,
2019-06-01,Menz Gera Midir,1,
2019-06-01,Menz Keya Gabriel,1,
2019-06-01,Menz Lalo Midir,1,
2019-06-01,Menz Mama Midir,1,
2019-06-01,Merahbete,1,
2019-06-01,Mereb Leke,3,
2019-06-01,Merti,3,
2019-06-01,Mesela,2,
2019-06-01,Meskan,3,
2019-06-01,Meta,3,
2019-06-01,Meta Robi,1,
2019-06-01,Metema,1,
2019-06-01,Metu Zuria,1,
2019-06-01,Meyu,3,
2019-06-01,Meyumuluka,3,
2019-06-01,Michakel,1,
2019-06-01,Mida Kegn,1,
2019-06-01,Midega Tola,3,
2019-06-01,Mierab Azenet Berbere,1,
2019-06-01,Mierab Badawacho,2,
2019-06-01,Mieso,3,
2019-06-01,Miesso,3,
2019-06-01,Mile,2,
2019-06-01,Mimo Weremo,1,
2019-06-01,Minjar Shenkora,1,
2019-06-01,Mirab Abaya,2,
2019-06-01,Mirab Armacho,1,
2019-06-01,Misha,2,
2019-06-01,Misrak Azenet Berbere,1,
2019-06-01,Misrak Badawacho,2,
2019-06-01,Misrak Gashamo,3,
2019-06-01,Miyo,3,
2019-06-01,Mojan Wedera,1,
2019-06-01,Moretna Jiru,1,
2019-06-01,Moyale,3,
2019-06-01,Muhur Na Aklil,1,
2019-06-01,Mulo,1,
2019-06-01,Munessa,1,
2019-06-01,Mustahil,3,
2019-06-01,Naeder Adet,1,
2019-06-01,Nefas Silk,1,
2019-06-01,Nejo,1,
2019-06-01,Nenesebo (Wereka),3,
2019-06-01,Nole Kaba,1,
2019-06-01,Nono,1,
2019-06-01,Nunu Kumba,1,
2019-06-01,Odo Shakiso,2,
2019-06-01,Ofa,2,
2019-06-01,Ofla,2,
2019-06-01,Omo Nada,1,
2019-06-01,Pawe Special,1,
2019-06-01,Quara,1,
2019-06-01,Quarit,1,
2019-06-01,Raya Azebo,1,
2019-06-01,Rayitu,3,
2019-06-01,Robe,1,
2019-06-01,Saesie Tsaedaemba,3,
2019-06-01,Saharti Samre,2,
2019-06-01,Sahla,3,
2019-06-01,Sale Nono,1,
2019-06-01,Sankura,3,
2019-06-01,Sasiga,1,
2019-06-01,Sayilem,1,
2019-06-01,Sayint,1,
2019-06-01,Sayo,1,
2019-06-01,Sayo Nole,1,
2019-06-01,Seden Sodo,1,
2019-06-01,Segeg,3,
2019-06-01,Seka Chekorsa,1,
2019-06-01,Sekela,1,
2019-06-01,Sekoru,1,
2019-06-01,Sekota,3,
2019-06-01,Selahad,3,
2019-06-01,Selamgo,2,
2019-06-01,Selti,3,
2019-06-01,Semen Achefer,1,
2019-06-01,Semen Bench,1,
2019-06-01,Senan,1,
2019-06-01,Serer/Elkere,3,
2019-06-01,Seru,3,
2019-06-01,Setema,1,
2019-06-01,Seweyna,3,
2019-06-01,Shalla,3,
2019-06-01,Shashemene Zuria,1,
2019-06-01,Shashogo,2,
2019-06-01,Shay Bench,1,
2019-06-01,Shebe Dino,2,
2019-06-01,Shebe Sambo,1,
2019-06-01,Shebel Bereta,1,
2019-06-01,Sheka,1,
2019-06-01,Shekosh,3,
2019-06-01,Sherkole,1,
2019-06-01,Shilabo,3,
2019-06-01,Shinile,3,
2019-06-01,Shirka,1,
2019-06-01,Sibu Sire,1,
2019-06-01,Sigmo,1,
2019-06-01,Simada,2,
2019-06-01,Simurobi Gele'alo,2,
2019-06-01,Sinana,1,
2019-06-01,Siraro,3,
2019-06-01,Sirba Abay,1,
2019-06-01,Sire,2,
2019-06-01,Siya Debirna Wayu,1,
2019-06-01,Sodo,1,
2019-06-01,Sodo Daci,1,
2019-06-01,Sodo Zuria,2,
2019-06-01,Soro,2,
2019-06-01,South Ari (Bako Gazer),1,
2019-06-01,Sude,1,
2019-06-01,Sululta,1,
2019-06-01,Surma,1,
2019-06-01,Tach Armacho,1,
2019-06-01,Tach Gayint,2,
2019-06-01,Tahtay Adiyabo,1,
2019-06-01,Tahtay Koraro,1,
2019-06-01,Tahtay Maychew,1,
2019-06-01,Takusa,1,
2019-06-01,Tanqua Abergele,3,
2019-06-01,Tarema Ber,1,
2019-06-01,Teferi Ber,2,
2019-06-01,Telalak,2,
2019-06-01,Teltele,3,
2019-06-01,Tena,1,
2019-06-01,Tenta,2,
2019-06-01,Teru,3,
2019-06-01,Thehulederie,2,
2019-06-01,Tibaro,2,
2019-06-01,Tikur Enchini,1,
2019-06-01,Tiro Afeta,1,
2019-06-01,Tiyo,1,
2019-06-01,Tocha,1,
2019-06-01,Toke Kutaye,1,
2019-06-01,Tole,1,
2019-06-01,Tsegede,1,
2019-06-01,Tsegede,2,
2019-06-01,Tselemt,3,
2019-06-01,Tselemti,3,
2019-06-01,Tulo,1,
2019-06-01,Tulo,2,
2019-06-01,Ubadebretsehay,2,
2019-06-01,Uraga,3,
2019-06-01,Wadera,2,
2019-06-01,Wadla,2,
2019-06-01,Waliso,1,
2019-06-01,Walmara,1,
2019-06-01,Wama Hagalo,1,
2019-06-01,Wantawo,1,
2019-06-01,Wara Jarso,1,
2019-06-01,Warder,3,
2019-06-01,Wayu Tuka,1,
2019-06-01,Wegde,2,
2019-06-01,Wegera,2,
2019-06-01,Welkait,1,
2019-06-01,Wemberma,1,
2019-06-01,Wenago,3,
2019-06-01,Wenbera,1,
2019-06-01,Wenchi,1,
2019-06-01,Were Ilu,2,
2019-06-01,Werei Leke,2,
2019-06-01,West Belesa,2,
2019-06-01,West Esite,1,
2019-06-01,West Imi,3,
2019-06-01,Wilbareg,1,
2019-06-01,Wondo-Genet,1,
2019-06-01,Wonosho,1,
2019-06-01,Worebabu,2,
2019-06-01,Wuchale,1,
2019-06-01,Yabelo,2,
2019-06-01,Yalo,2,
2019-06-01,Yama Logi Welel,1,
2019-06-01,Yaso,1,
2019-06-01,Yaya Gulele,1,
2019-06-01,Yayu,1,
2019-06-01,Yeka,1,
2019-06-01,Yeki,1,
2019-06-01,Yem SP Woreda,1,
2019-06-01,Yilmana Densa,1,
2019-06-01,Yirgachefe,3,
2019-06-01,Yubdo,1,
2019-06-01,Zala,2,
2019-06-01,Ziquala,3,
2019-06-01,Ziway Dugda,2,
2019-10-01,Aba 'Ala,3,
2019-10-01,Aba-korow,3,
2019-10-01,Ababo,1,
2019-10-01,Abadir,2,
2019-10-01,Abay Chomen,1,
2019-10-01,Abaya,2,
2019-10-01,Abderafi Town,1,
2019-10-01,Abe Dongoro,1,
2019-10-01,Abergele,3,
2019-10-01,Abeshege,1,
2019-10-01,Abi Adi Town,1,
2019-10-01,Abichugna Gne'a,1,
2019-10-01,Abobo,1,
2019-10-01,Aboker,2,
2019-10-01,Abuna G/Beret,1,
2019-10-01,Ada'a,1,
2019-10-01,Adaa'r,2,
2019-10-01,Adaba,1,
2019-10-01,Adadle,3,
2019-10-01,Adama,2,
2019-10-01,Adama Town,1,
2019-10-01,Adama Tulu Jido Kombolcha,3,
2019-10-01,Adda Berga,1,
2019-10-01,Addi Arekay,1,
2019-10-01,Addis Ketema,1,
2019-10-01,Adete Town,1,
2019-10-01,Adhaki,1,
2019-10-01,Adigrat Town,1,
2019-10-01,Adisezemen Town,1,
2019-10-01,Adola,2,
2019-10-01,Adola Town,1,
2019-10-01,Adwa,1,
2019-10-01,Adwa Town,1,
2019-10-01,Afambo,2,
2019-10-01,Afdem,2,
2019-10-01,Afdera,3,
2019-10-01,Afele Kola,1,
2019-10-01,Aga Wayu,1,
2019-10-01,Agalometi,3,
2019-10-01,Agarfa,1,
2019-10-01,Agaro Town,1,
2019-10-01,Aheferom,1,
2019-10-01,Akaki,1,
2019-10-01,Akaki - Kalit,1,
2019-10-01,Akobo,1,
2019-10-01,Alage,2,
2019-10-01,Alamata,2,
2019-10-01,Alamata Town,1,
2019-10-01,Albuko,2,
2019-10-01,Ale,1,
2019-10-01,Aleltu,1,
2019-10-01,Aleme Ketma,1,
2019-10-01,Aleta Wendo,1,
2019-10-01,Aleta Wondo Town,1,
2019-10-01,Alfa,1,
2019-10-01,Alge Sachi,1,
2019-10-01,Alicho Woriro,1,
2019-10-01,Alle,2,
2019-10-01,Amaro,2,
2019-10-01,Ambasel,2,
2019-10-01,Ambo Town,1,
2019-10-01,Ambo Zuria,1,
2019-10-01,Ameya,1,
2019-10-01,Amibara,2,
2019-10-01,Amigna,2,
2019-10-01,Amir Nur,2,
2019-10-01,Amuru,1,
2019-10-01,Ana Sora,1,
2019-10-01,Analemmo,1,
2019-10-01,Anchar,3,
2019-10-01,Anderacha,1,
2019-10-01,Aneded,1,
2019-10-01,Anfilo,2,
2019-10-01,Angolelana Tera,1,
2019-10-01,Angot,2,
2019-10-01,Anigacha,1,
2019-10-01,Ankasha,1,
2019-10-01,Ankober,1,
2019-10-01,Antsokiya,1,
2019-10-01,Arada,1,
2019-10-01,Ararso,3,
2019-10-01,Arba Minch Town,1,
2019-10-01,Arba Minch Zuria,2,
2019-10-01,Arbe Gonna,1,
2019-10-01,Areka Town,1,
2019-10-01,Areket Town,1,
2019-10-01,Arero,3,
2019-10-01,Argoba,2,
2019-10-01,Arguba Special,2,
2019-10-01,Aroresa,1,
2019-10-01,Arsi Negele,2,
2019-10-01,Arsi Negele Town,1,
2019-10-01,Artuma Fursi,1,
2019-10-01,Asayita,2,
2019-10-01,Aseko,3,
2019-10-01,Asela Town,1,
2019-10-01,Aseliso,2,
2019-10-01,Asgede Tsimbila,1,
2019-10-01,Assagirt,1,
2019-10-01,Assosa,1,
2019-10-01,Ataye Town,1,
2019-10-01,Atsbi Wenberta,3,
2019-10-01,Aw-bare,2,
2019-10-01,Awabel,1,
2019-10-01,Aware,3,
2019-10-01,Awash City,1,
2019-10-01,Awash Fentale,2,
2019-10-01,Aweday Town,1,
2019-10-01,Awra,2,
2019-10-01,Axum Town,1,
2019-10-01,Ayder,1,
2019-10-01,Ayehu Guwagusa,1,
2019-10-01,Ayida,1,
2019-10-01,Ayira,1,
2019-10-01,Ayisha,2,
2019-10-01,Aykel Town,1,
2019-10-01,Ayun,3,
2019-10-01,Babile,3,
2019-10-01,Babile Town,1,
2019-10-01,Babo,1,
2019-10-01,Badele Zuria,1,
2019-10-01,Bahir Dar Town,1,
2019-10-01,Bahirdar Zuria,1,
2019-10-01,Bako Tibe,1,
2019-10-01,Bambasi,1,
2019-10-01,Banja,1,
2019-10-01,Barey,3,
2019-10-01,Basketo SP Woreda,1,
2019-10-01,Baso Liben,1,
2019-10-01,Basona Worena,1,
2019-10-01,Bati,2,
2019-10-01,Bati Town,1,
2019-10-01,Bechena Town,1,
2019-10-01,Becho,1,
2019-10-01,Bedele Town,1,
2019-10-01,Bedeno,3,
2019-10-01,Bedesa,3,
2019-10-01,Begi,1,
2019-10-01,Bekoji Town,1,
2019-10-01,Bele Gesgar,2,
2019-10-01,Belojiganfo,3,
2019-10-01,Bena Tsemay,2,
2019-10-01,Bensa,2,
2019-10-01,Berahile,3,
2019-10-01,Berbere,3,
2019-10-01,Bereh,1,
2019-10-01,Berehet,1,
2019-10-01,Bero,1,
2019-10-01,Berocano,3,
2019-10-01,Beyeda,2,
2019-10-01,Bibugn,1,
2019-10-01,Bidu,2,
2019-10-01,Bila Seyo,1,
2019-10-01,Bilcil-bur,3,
2019-10-01,Bilo Nopha,1,
2019-10-01,Birbirsa Kojowa,3,
2019-10-01,Bishan Guracha,1,
2019-10-01,Bishoftu Town,1,
2019-10-01,Bita,1,
2019-10-01,Biyoawale,2,
2019-10-01,Bodaley,3,
2019-10-01,Boditi Town,1,
2019-10-01,Boji Chekorsa,1,
2019-10-01,Boji Dirmeji,1,
2019-10-01,Boke,3,
2019-10-01,Bokh,3,
2019-10-01,Bokolmayo,3,
2019-10-01,Bole,1,
2019-10-01,Boloso Bombe,2,
2019-10-01,Boloso sore,2,
2019-10-01,Bona Zuria,2,
2019-10-01,Boneya Boshe,1,
2019-10-01,Bonga Town,1,
2019-10-01,Bonke,1,
2019-10-01,Bora,2,
2019-10-01,Bore,1,
2019-10-01,Borecha,1,
2019-10-01,Boreda,2,
2019-10-01,Borena / Debresina,2,
2019-10-01,Boricha,2,
2019-10-01,Boset,2,
2019-10-01,Botor Tolay,1,
2019-10-01,Bugna,2,
2019-10-01,Bule,3,
2019-10-01,Bule Hora,3,
2019-10-01,Bule Hora Town,1,
2019-10-01,Bulen,1,
2019-10-01,Burayu,1,
2019-10-01,Bure,1,
2019-10-01,Bure Town,1,
2019-10-01,Burji,2,
2019-10-01,Burqod,3,
2019-10-01,Burqua Dhintu,3,
2019-10-01,Bursa,1,
2019-10-01,Butajira Town,1,
2019-10-01,Chagni Town,1,
2019-10-01,Charati/Weyib,3,
2019-10-01,Cheha,1,
2019-10-01,Cheliya,1,
2019-10-01,Chena,1,
2019-10-01,Chencha,1,
2019-10-01,Cheta,1,
2019-10-01,Chifra,2,
2019-10-01,Chilga,1,
2019-10-01,Chinaksen,3,
2019-10-01,Chire,1,
2019-10-01,Chiro Town,1,
2019-10-01,Chiro Zuria,2,
2019-10-01,Chole,1,
2019-10-01,Choman Guduru,1,
2019-10-01,Chora,1,
2019-10-01,Chuko,2,
2019-10-01,Chwaka,1,
2019-10-01,Cobi,1,
2019-10-01,Dabat,2,
2019-10-01,Dabat Town,1,
2019-10-01,Dabo Hana,1,
2019-10-01,Dale,2,
2019-10-01,Dale Sadi,2,
2019-10-01,Dale Wabera,1,
2019-10-01,Dalifage,2,
2019-10-01,Dalocha,2,
2019-10-01,Dalol,3,
2019-10-01,Damboya,1,
2019-10-01,Damot Gale,2,
2019-10-01,Damot Pulasa,2,
2019-10-01,Damot Sore,2,
2019-10-01,Damot Weydie,2,
2019-10-01,Danan,3,
2019-10-01,Dangila,1,
2019-10-01,Dangila Town,1,
2019-10-01,Dangura,1,
2019-10-01,Dano,1,
2019-10-01,Danod,3,
2019-10-01,Dara,2,
2019-10-01,Daramalo,2,
2019-10-01,Daratole,3,
2019-10-01,Darimu,1,
2019-10-01,Daro Lebu,3,
2019-10-01,Daror,3,
2019-10-01,Dasenech,3,
2019-10-01,Dawe Ketchen,3,
2019-10-01,Dawo,1,
2019-10-01,Dawunt,2,
2019-10-01,Debark,2,
2019-10-01,Debark Town,1,
2019-10-01,Debati,1,
2019-10-01,Debay Telatgen,1,
2019-10-01,Debeweyin,3,
2019-10-01,Debre Berhan Town,1,
2019-10-01,Debre Elias,1,
2019-10-01,Debre Libanos,1,
2019-10-01,Debre Markos Town,1,
2019-10-01,Debre Tabor Town,1,
2019-10-01,Debub & Semen Mekele,1,
2019-10-01,Debub Achefer,1,
2019-10-01,Debub Bench,1,
2019-10-01,Debub Mecha,1,
2019-10-01,Decha,1,
2019-10-01,Dechatu,1,
2019-10-01,Deder,3,
2019-10-01,Deder Town,1,
2019-10-01,Dedesa,1,
2019-10-01,Dedo,1,
2019-10-01,Dega,1,
2019-10-01,Dega Damot,1,
2019-10-01,Dega Temben,2,
2019-10-01,Degahabur City,1,
2019-10-01,Degehabur,3,
2019-10-01,Degehamedo,3,
2019-10-01,Degeluna Tijo,1,
2019-10-01,Degem,2,
2019-10-01,Dehana,3,
2019-10-01,Dejen,1,
2019-10-01,Dejen Town,1,
2019-10-01,Deka suftu,3,
2019-10-01,Delanta,2,
2019-10-01,Dembecha,1,
2019-10-01,Dembel,2,
2019-10-01,Dembia,1,
2019-10-01,Denbecha Town,1,
2019-10-01,Denbi Dollo Town,1,
2019-10-01,Dendi,1,
2019-10-01,Denibu Gofa,1,
2019-10-01,Dera (Amhara),1,
2019-10-01,Dera Oromia,2,
2019-10-01,Derashe,2,
2019-10-01,Dessie City Adm.,1,
2019-10-01,Dessie Zuria,1,
2019-10-01,Dewa Cheffa,2,
2019-10-01,Dewa Harewa,1,
2019-10-01,Dewe,2,
2019-10-01,Dhas,3,
2019-10-01,Didu,1,
2019-10-01,Dig,3,
2019-10-01,Diga,1,
2019-10-01,Diguna Fango,2,
2019-10-01,Dihun,3,
2019-10-01,Diksis,1,
2019-10-01,Dila City Admin,1,
2019-10-01,Dila Zuria,3,
2019-10-01,Dilo,3,
2019-10-01,Dima,1,
2019-10-01,Dinsho,1,
2019-10-01,Dire,2,
2019-10-01,Dire Teyara,2,
2019-10-01,Dita,1,
2019-10-01,Doba,3,
